	Gene.name	Gene.description	Gene.type	logFC	logCPM	LR	PValue	FDR	DEG
ENSG00000204287	HLA-DRA	major histocompatibility complex, class II, DR alpha [Source:HGNC Symbol;Acc:HGNC:4947]	protein_coding	1.23018177950959	5.55445650300454	13.8178390411327	0.000201414755419075	0.0185288147335188	Upregulated
ENSG00000114737	CISH	cytokine inducible SH2 containing protein [Source:HGNC Symbol;Acc:HGNC:1984]	protein_coding	-1.01980105393001	4.65328618151895	13.8036849375286	0.000202937811188127	0.0185452904409601	Downregulated
ENSG00000212232	SNORD17	small nucleolar RNA, C/D box 17 [Source:HGNC Symbol;Acc:HGNC:32713]	snoRNA	0.658303357529044	7.88346517715351	13.7733209441662	0.000206244397524777	0.0185471770265177	Upregulated
ENSG00000054967	RELT	RELT, TNF receptor [Source:HGNC Symbol;Acc:HGNC:13764]	protein_coding	0.937819787782701	1.91529801543446	13.7611603098826	0.000207583843806918	0.0185471770265177	Upregulated
ENSG00000237973	MTCO1P12	mitochondrially encoded cytochrome c oxidase I pseudogene 12 [Source:HGNC Symbol;Acc:HGNC:52014]	unprocessed_pseudogene	1.63387794565584	7.66428157826983	13.7606811812609	0.000207636797037698	0.0185471770265177	Upregulated
ENSG00000223336	RNU2-6P	RNA, U2 small nuclear 6, pseudogene [Source:HGNC Symbol;Acc:HGNC:42506]	snRNA	1.30261785427023	1.15617149157212	13.7140863719725	0.000212852009568312	0.0185471770265177	Upregulated
ENSG00000199266	SNORA60	small nucleolar RNA, H/ACA box 60 [Source:HGNC Symbol;Acc:HGNC:32654]	snoRNA	0.895142688176454	2.128187379574	13.699263734769	0.000214538578013824	0.0185471770265177	Upregulated
ENSG00000221716	SNORA11	small nucleolar RNA, H/ACA box 11 [Source:HGNC Symbol;Acc:HGNC:32599]	snoRNA	1.32600208034581	2.31768254663948	13.6573608703974	0.000219379621391226	0.0186865394788736	Upregulated
ENSG00000207442	SNORD116-6	small nucleolar RNA, C/D box 116-6 [Source:HGNC Symbol;Acc:HGNC:33072]	snoRNA	1.06489018453474	1.62707552742553	13.6435219762186	0.000221002490228365	0.0187092844335044	Upregulated
ENSG00000141526	SLC16A3	solute carrier family 16 member 3 [Source:HGNC Symbol;Acc:HGNC:10924]	protein_coding	0.928940776027232	1.60362138247787	13.6090201378365	0.000225101348374466	0.0189400823549955	Upregulated
ENSG00000184357	HIST1H1B	histone cluster 1 H1 family member b [Source:HGNC Symbol;Acc:HGNC:4719]	protein_coding	1.26189040597417	2.97417588716588	13.4554158334545	0.000244299941967855	0.0195371228889433	Upregulated
ENSG00000278931	CR381670.1		unprocessed_pseudogene	0.683180876498099	3.91195032531817	13.3274070463653	0.000261554945912389	0.0199403132521826	Upregulated
ENSG00000196126	HLA-DRB1	major histocompatibility complex, class II, DR beta 1 [Source:HGNC Symbol;Acc:HGNC:4948]	protein_coding	1.06248766542585	4.74540747112396	13.3011906588252	0.000265237627170361	0.0201099671281528	Upregulated
ENSG00000202538	RNU4-2	RNA, U4 small nuclear 2 [Source:HGNC Symbol;Acc:HGNC:10193]	snRNA	0.869342549717881	8.51458893108306	13.2685197844491	0.000269900229652972	0.0202410503748987	Upregulated
ENSG00000176531	PHLDB3	pleckstrin homology like domain family B member 3 [Source:HGNC Symbol;Acc:HGNC:30499]	protein_coding	1.22500067445482	1.06390901153402	13.2238253267949	0.000276412902543993	0.0202982938329838	Upregulated
ENSG00000089639	GMIP	GEM interacting protein [Source:HGNC Symbol;Acc:HGNC:24852]	protein_coding	0.980045364360958	3.31530266896196	13.1990756762576	0.00028008722357671	0.0202982938329838	Upregulated
ENSG00000205710	C17orf107	chromosome 17 open reading frame 107 [Source:HGNC Symbol;Acc:HGNC:37238]	protein_coding	1.2685072682469	1.17725496767533	13.1420240481318	0.000288745766337202	0.0202982938329838	Upregulated
ENSG00000133321	RARRES3	retinoic acid receptor responder 3 [Source:HGNC Symbol;Acc:HGNC:9869]	protein_coding	0.603488354703251	3.00560480687593	13.1388542212907	0.000289234678245134	0.0202982938329838	Upregulated
ENSG00000231389	HLA-DPA1	major histocompatibility complex, class II, DP alpha 1 [Source:HGNC Symbol;Acc:HGNC:4938]	protein_coding	1.08800052254294	4.67238722452051	13.0669673928612	0.000300549349014317	0.0207839751983478	Upregulated
ENSG00000112137	PHACTR1	phosphatase and actin regulator 1 [Source:HGNC Symbol;Acc:HGNC:20990]	protein_coding	1.15037625083324	2.09219279351721	13.0440389178281	0.000304251249370698	0.0207839751983478	Upregulated
ENSG00000090382	LYZ	lysozyme [Source:HGNC Symbol;Acc:HGNC:6740]	protein_coding	1.10788748908615	3.45933338359727	12.9575428794826	0.000318635100335902	0.0213439114055102	Upregulated
ENSG00000204261	PSMB8-AS1	PSMB8 antisense RNA 1 (head to head) [Source:HGNC Symbol;Acc:HGNC:39758]	lincRNA	1.22231548810039	1.12216818752107	12.9270677972435	0.000323864696597454	0.0215894152094119	Upregulated
ENSG00000163815	CLEC3B	C-type lectin domain family 3 member B [Source:HGNC Symbol;Acc:HGNC:11891]	protein_coding	0.704314592893803	5.99497368009338	12.9071343297716	0.000327332062227684	0.0217156496474991	Upregulated
ENSG00000163131	CTSS	cathepsin S [Source:HGNC Symbol;Acc:HGNC:2545]	protein_coding	0.942910410579575	3.51449398118977	12.8307331336852	0.000340972128359446	0.0219044780642702	Upregulated
ENSG00000006327	TNFRSF12A	TNF receptor superfamily member 12A [Source:HGNC Symbol;Acc:HGNC:18152]	protein_coding	0.85545017964189	1.56343439305549	12.8201502752232	0.00034290618061028	0.0219044780642702	Upregulated
ENSG00000011600	TYROBP	TYRO protein tyrosine kinase binding protein [Source:HGNC Symbol;Acc:HGNC:12449]	protein_coding	0.876961000603222	2.53986715364661	12.8198280291677	0.000342965245388028	0.0219044780642702	Upregulated
ENSG00000197238	HIST1H4J	histone cluster 1 H4 family member j [Source:HGNC Symbol;Acc:HGNC:4785]	protein_coding	0.70127194170881	0.923695748596361	12.7584255568905	0.000354409089046331	0.0219044780642702	Upregulated
ENSG00000111186	WNT5B	Wnt family member 5B [Source:HGNC Symbol;Acc:HGNC:16265]	protein_coding	0.932113707642519	0.957747203309878	12.7570178191133	0.000354675923075666	0.0219044780642702	Upregulated
ENSG00000252835	SCARNA21	small Cajal body-specific RNA 21 [Source:HGNC Symbol;Acc:HGNC:32579]	scaRNA	0.950886803414008	5.29681662342614	12.7568989270384	0.000354698468119786	0.0219044780642702	Upregulated
ENSG00000225091	SNORA71A	small nucleolar RNA, H/ACA box 71A [Source:HGNC Symbol;Acc:HGNC:10232]	snoRNA	0.825234960481885	1.97346250602081	12.7541518947696	0.000355219779902476	0.0219044780642702	Upregulated
ENSG00000206702	RNU1-11P	RNA, U1 small nuclear 11, pseudogene [Source:HGNC Symbol;Acc:HGNC:10137]	snRNA	1.11013025483627	3.10703081833362	12.7538698866668	0.000355273341063856	0.0219044780642702	Upregulated
ENSG00000276410	HIST1H2BB	histone cluster 1 H2B family member b [Source:HGNC Symbol;Acc:HGNC:4751]	protein_coding	0.64416576997483	2.12036995094449	12.7456182700416	0.000356844163106492	0.0219044780642702	Upregulated
ENSG00000238961	SNORA47	small nucleolar RNA, H/ACA box 47 [Source:HGNC Symbol;Acc:HGNC:32640]	snoRNA	0.765052718539155	4.85104526983023	12.6759778960111	0.000370383450785545	0.0224163212166217	Upregulated
ENSG00000235408	SNORA71B	small nucleolar RNA, H/ACA box 71B [Source:HGNC Symbol;Acc:HGNC:10233]	snoRNA	0.783348611905448	2.79456854517621	12.6289972010665	0.000379808866872662	0.0227868806694603	Upregulated
ENSG00000265327	RN7SL411P	RNA, 7SL, cytoplasmic 411, pseudogene [Source:HGNC Symbol;Acc:HGNC:46427]	misc_RNA	0.590448616746819	1.98418512653727	12.5961455369183	0.000386543071304563	0.0229909820729813	Upregulated
ENSG00000154277	UCHL1	ubiquitin C-terminal hydrolase L1 [Source:HGNC Symbol;Acc:HGNC:12513]	protein_coding	0.599632322729605	6.09240109377908	12.5389719990149	0.000398551505445939	0.0232248280508348	Upregulated
ENSG00000173372	C1QA	complement C1q A chain [Source:HGNC Symbol;Acc:HGNC:1241]	protein_coding	0.947853506851564	3.38610101194869	12.5135906025173	0.000404002434263638	0.0232248280508348	Upregulated
ENSG00000270722	RF00003		snRNA	1.0372733779088	1.35888697275969	12.5034675413965	0.000406197395091135	0.0232248280508348	Upregulated
ENSG00000179344	HLA-DQB1	major histocompatibility complex, class II, DQ beta 1 [Source:HGNC Symbol;Acc:HGNC:4944]	protein_coding	1.39608326043312	4.22200198472101	12.49838390101	0.00040730420339274	0.0232248280508348	Upregulated
ENSG00000117632	STMN1	stathmin 1 [Source:HGNC Symbol;Acc:HGNC:6510]	protein_coding	0.800798638803697	2.11399511693426	12.498378022327	0.000407305485057034	0.0232248280508348	Upregulated
ENSG00000270225	MTCO2P22	mitochondrially encoded cytochrome c oxidase II pseudogene 22 [Source:HGNC Symbol;Acc:HGNC:52151]	processed_pseudogene	-1.39307177269545	1.78585763706616	12.4765637844859	0.000412089533304859	0.0233085281391953	Downregulated
ENSG00000101542	CDH20	cadherin 20 [Source:HGNC Symbol;Acc:HGNC:1760]	protein_coding	-0.74425975131163	3.46356513812721	12.4018894523463	0.000428899651007394	0.0235870071600196	Downregulated
ENSG00000122986	HVCN1	hydrogen voltage gated channel 1 [Source:HGNC Symbol;Acc:HGNC:28240]	protein_coding	0.659439430918805	2.91255181044259	12.2412034516973	0.000467456696585494	0.0248768311514933	Upregulated
ENSG00000201998	SNORA23	small nucleolar RNA, H/ACA box 23 [Source:HGNC Symbol;Acc:HGNC:32613]	snoRNA	0.903746403018724	5.08096307066184	12.2361363387216	0.00046872788603437	0.0248768311514933	Upregulated
ENSG00000280138	AC027290.2		TEC	1.15363681242056	2.26662594495055	12.1542313820705	0.00048976622670201	0.0256968979553652	Upregulated
ENSG00000211459	MT-RNR1	mitochondrially encoded 12S RNA [Source:HGNC Symbol;Acc:HGNC:7470]	Mt_rRNA	0.630364257777698	14.1311905835459	12.0698182490779	0.000512446963306954	0.026322843146485	Upregulated
ENSG00000221643	SNORA77	small nucleolar RNA, H/ACA box 77 [Source:HGNC Symbol;Acc:HGNC:32663]	snoRNA	1.00876943372036	1.09018256994518	12.0409238600555	0.000520451702910277	0.0265989372165145	Upregulated
ENSG00000067057	PFKP	phosphofructokinase, platelet [Source:HGNC Symbol;Acc:HGNC:8878]	protein_coding	1.04949935520569	2.07904959568045	12.0108997319249	0.000528903182324298	0.0268321140179889	Upregulated
ENSG00000226268	AC135977.1		processed_pseudogene	-0.690583966621989	1.01479207644657	11.9260217948902	0.000553552574661647	0.0275757111110327	Downregulated
ENSG00000110077	MS4A6A	membrane spanning 4-domains A6A [Source:HGNC Symbol;Acc:HGNC:13375]	protein_coding	1.07899888085859	1.79612419321686	11.9002910763937	0.000561251729736818	0.0276596879237084	Upregulated
ENSG00000089820	ARHGAP4	Rho GTPase activating protein 4 [Source:HGNC Symbol;Acc:HGNC:674]	protein_coding	1.22990614699246	3.37157773674324	11.8435459936449	0.000578615371687467	0.0282813031479807	Upregulated
ENSG00000146192	FGD2	FYVE, RhoGEF and PH domain containing 2 [Source:HGNC Symbol;Acc:HGNC:3664]	protein_coding	1.16269083379925	2.43243273000855	11.7190974551057	0.000618619500831375	0.0294356223861109	Upregulated
ENSG00000106066	CPVL	carboxypeptidase, vitellogenic like [Source:HGNC Symbol;Acc:HGNC:14399]	protein_coding	0.670999086448404	2.4045222903227	11.5629529935951	0.00067278917305271	0.0307470466188692	Upregulated
ENSG00000041982	TNC	tenascin C [Source:HGNC Symbol;Acc:HGNC:5318]	protein_coding	0.994976222760815	1.12723041340594	11.5575527458552	0.000674746048683768	0.0307470466188692	Upregulated
ENSG00000183484	GPR132	G protein-coupled receptor 132 [Source:HGNC Symbol;Acc:HGNC:17482]	protein_coding	1.28671433948514	1.92698766782254	11.5496719248922	0.000677612126157199	0.0307470466188692	Upregulated
ENSG00000130590	SAMD10	sterile alpha motif domain containing 10 [Source:HGNC Symbol;Acc:HGNC:16129]	protein_coding	0.589129129567378	0.87353729491382	11.54272312324	0.00068014944950089	0.0307470466188692	Upregulated
ENSG00000104689	TNFRSF10A	TNF receptor superfamily member 10a [Source:HGNC Symbol;Acc:HGNC:11904]	protein_coding	0.861140356541242	1.59079300613082	11.5420356234711	0.000680401008071124	0.0307470466188692	Upregulated
ENSG00000137491	SLCO2B1	solute carrier organic anion transporter family member 2B1 [Source:HGNC Symbol;Acc:HGNC:10962]	protein_coding	0.998153729548309	2.57677368415625	11.5328568571847	0.000683768568282009	0.0307470466188692	Upregulated
ENSG00000275379	HIST1H3I	histone cluster 1 H3 family member i [Source:HGNC Symbol;Acc:HGNC:4771]	protein_coding	1.14070492403167	1.21568548891714	11.5190672758871	0.000688859446631086	0.0307470466188692	Upregulated
ENSG00000120051	CFAP58	cilia and flagella associated protein 58 [Source:HGNC Symbol;Acc:HGNC:26676]	protein_coding	-0.60575969771757	1.88539678603165	11.4666842877898	0.00070854984790242	0.0312373142211038	Downregulated
ENSG00000136040	PLXNC1	plexin C1 [Source:HGNC Symbol;Acc:HGNC:9106]	protein_coding	0.94142943703271	2.03884307912404	11.4331624566356	0.000721447876289577	0.0314441025566243	Upregulated
ENSG00000151651	ADAM8	ADAM metallopeptidase domain 8 [Source:HGNC Symbol;Acc:HGNC:215]	protein_coding	1.22785584373596	1.55856576125265	11.4308269686726	0.000722355280125363	0.0314441025566243	Upregulated
ENSG00000135414	GDF11	growth differentiation factor 11 [Source:HGNC Symbol;Acc:HGNC:4216]	protein_coding	0.912536638879985	0.852783338577475	11.3804613384543	0.000742206811885096	0.0320053493662576	Upregulated
ENSG00000228695	CES1P1	carboxylesterase 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:18546]	transcribed_unprocessed_pseudogene	-1.25565479095846	3.36910083232401	11.3658481461237	0.000748069093496129	0.0320577808110344	Downregulated
ENSG00000162511	LAPTM5	lysosomal protein transmembrane 5 [Source:HGNC Symbol;Acc:HGNC:29612]	protein_coding	1.16252214024227	4.76040167655422	11.3206184814349	0.000766511784331215	0.0324450800981179	Upregulated
ENSG00000235823	OLMALINC	oligodendrocyte maturation-associated long intergenic non-coding RNA [Source:HGNC Symbol;Acc:HGNC:28060]	lincRNA	-0.802956433484498	2.356993642452	11.2799730516015	0.000783476938303666	0.0330571381027855	Downregulated
ENSG00000139278	GLIPR1	GLI pathogenesis related 1 [Source:HGNC Symbol;Acc:HGNC:17001]	protein_coding	0.994877521290817	1.84459768824587	11.2502416419911	0.000796126507143213	0.0330571381027855	Upregulated
ENSG00000225630	MTND2P28	mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 2 pseudogene 28 [Source:HGNC Symbol;Acc:HGNC:42129]	unprocessed_pseudogene	-0.723369808373803	9.0849141692336	11.247326795389	0.000797377718178922	0.0330571381027855	Downregulated
ENSG00000117676	RPS6KA1	ribosomal protein S6 kinase A1 [Source:HGNC Symbol;Acc:HGNC:10430]	protein_coding	1.17044286489253	1.80601573849732	11.2166075809733	0.000810685531602701	0.0332936001505526	Upregulated
ENSG00000148908	RGS10	regulator of G protein signaling 10 [Source:HGNC Symbol;Acc:HGNC:9992]	protein_coding	1.04964606322758	2.1416388243595	11.1782486771697	0.000827618554373283	0.0334906405624543	Upregulated
ENSG00000160179	ABCG1	ATP binding cassette subfamily G member 1 [Source:HGNC Symbol;Acc:HGNC:73]	protein_coding	0.913502535286049	1.89719483523442	11.1587587964579	0.000836358606954072	0.0336121335710018	Upregulated
ENSG00000197629	MPEG1	macrophage expressed 1 [Source:HGNC Symbol;Acc:HGNC:29619]	protein_coding	0.856201764925649	3.43239287658537	11.1552800603556	0.000837928396871122	0.0336121335710018	Upregulated
ENSG00000249661	TNRC18P1	trinucleotide repeat containing 18 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:43881]	processed_pseudogene	0.775075984118579	1.37175952804825	11.0937182020467	0.000866206345622588	0.03388844236366	Upregulated
ENSG00000137841	PLCB2	phospholipase C beta 2 [Source:HGNC Symbol;Acc:HGNC:9055]	protein_coding	1.13889102955173	2.43603048801086	11.0818844407196	0.000871751650802287	0.03388844236366	Upregulated
ENSG00000233822	HIST1H2BN	histone cluster 1 H2B family member n [Source:HGNC Symbol;Acc:HGNC:4749]	protein_coding	0.66813515778928	1.85746901467195	11.0701597638822	0.000877281230849804	0.03388844236366	Upregulated
ENSG00000182022	CHST15	carbohydrate sulfotransferase 15 [Source:HGNC Symbol;Acc:HGNC:18137]	protein_coding	0.895913134979853	1.52737313682628	11.0652133055768	0.000879624696175531	0.03388844236366	Upregulated
ENSG00000274712	AC005332.5		lincRNA	0.774267184287281	0.75914535445278	11.0510396379202	0.000886374808143408	0.03388844236366	Upregulated
ENSG00000149485	FADS1	fatty acid desaturase 1 [Source:HGNC Symbol;Acc:HGNC:3574]	protein_coding	-0.749127487170467	5.9209034118348	11.0407426348323	0.000891311503453475	0.0339101623141443	Downregulated
ENSG00000100344	PNPLA3	patatin like phospholipase domain containing 3 [Source:HGNC Symbol;Acc:HGNC:18590]	protein_coding	-1.00826829992676	2.01116863122721	11.0039956944217	0.000909156813173581	0.0343711092191294	Downregulated
ENSG00000105339	DENND3	DENN domain containing 3 [Source:HGNC Symbol;Acc:HGNC:29134]	protein_coding	0.609179917724319	3.56669839255215	10.9846475366776	0.000918697527791409	0.0346369048797641	Upregulated
ENSG00000143110	C1orf162	chromosome 1 open reading frame 162 [Source:HGNC Symbol;Acc:HGNC:28344]	protein_coding	1.02588852315145	1.34205822530234	10.9623859333842	0.000929800197334922	0.0349599807166883	Upregulated
NA.1	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000177133	LINC00982	long intergenic non-protein coding RNA 982 [Source:HGNC Symbol;Acc:HGNC:48664]	antisense	-0.669438485006003	1.94396303189021	10.9142062801239	0.000954295948535436	0.0352970952867998	Downregulated
ENSG00000086730	LAT2	linker for activation of T cells family member 2 [Source:HGNC Symbol;Acc:HGNC:12749]	protein_coding	1.19105838795745	1.35363552544887	10.9008097989196	0.000961222287458035	0.0353704169190225	Upregulated
ENSG00000204472	AIF1	allograft inflammatory factor 1 [Source:HGNC Symbol;Acc:HGNC:352]	protein_coding	0.82425319203072	2.19422993288342	10.8841383611251	0.000969912905862395	0.0354325940297071	Upregulated
ENSG00000104880	ARHGEF18	Rho/Rac guanine nucleotide exchange factor 18 [Source:HGNC Symbol;Acc:HGNC:17090]	protein_coding	0.665842358720501	0.821818665952185	10.8709064561649	0.000976867061780181	0.0355667245000125	Upregulated
ENSG00000201098	RNY1	RNA, Ro-associated Y1 [Source:HGNC Symbol;Acc:HGNC:10242]	misc_RNA	0.883451743512464	5.14780110984807	10.8558202933309	0.00098485727860307	0.0357632778616941	Upregulated
ENSG00000188153	COL4A5	collagen type IV alpha 5 chain [Source:HGNC Symbol;Acc:HGNC:2207]	protein_coding	-0.608088509032363	1.80128300175156	10.8463420249351	0.000989911109649562	0.0357895264574633	Downregulated
ENSG00000179583	CIITA	class II major histocompatibility complex transactivator [Source:HGNC Symbol;Acc:HGNC:7067]	protein_coding	1.22652820475637	3.53439517195636	10.8430004414308	0.000991699094409621	0.0357895264574633	Upregulated
ENSG00000156299	TIAM1	T cell lymphoma invasion and metastasis 1 [Source:HGNC Symbol;Acc:HGNC:11805]	protein_coding	1.09379054042245	2.02480423988247	10.8324396315441	0.000997371377964132	0.0358002624253395	Upregulated
ENSG00000156711	MAPK13	mitogen-activated protein kinase 13 [Source:HGNC Symbol;Acc:HGNC:6875]	protein_coding	1.06431153091739	1.29571063516151	10.8194487109329	0.00100439391631476	0.0358002624253395	Upregulated
ENSG00000207233	SNORA37	small nucleolar RNA, H/ACA box 37 [Source:HGNC Symbol;Acc:HGNC:32630]	snoRNA	0.79895322285025	2.79782876616396	10.7996267189642	0.0010152056331391	0.0358002624253395	Upregulated
ENSG00000207475	SNORA80E	small nucleolar RNA, H/ACA box 80E [Source:HGNC Symbol;Acc:HGNC:32635]	snoRNA	1.12178714955815	2.78650689272715	10.7926513377682	0.00101903822207384	0.0358002624253395	Upregulated
ENSG00000124253	PCK1	phosphoenolpyruvate carboxykinase 1 [Source:HGNC Symbol;Acc:HGNC:8724]	protein_coding	-0.776120878246255	8.31117158914761	10.7345884030735	0.0010515138827717	0.0365612846048094	Downregulated
ENSG00000157734	SNX22	sorting nexin 22 [Source:HGNC Symbol;Acc:HGNC:16315]	protein_coding	0.630427378272158	1.76114584360359	10.733952136199	0.0010518754973628	0.0365612846048094	Upregulated
ENSG00000132334	PTPRE	protein tyrosine phosphatase, receptor type E [Source:HGNC Symbol;Acc:HGNC:9669]	protein_coding	0.916419063560871	1.81298680960878	10.6862695946266	0.00107933634441765	0.0373277248536821	Upregulated
NA.2	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000237749	AL034379.1		processed_pseudogene	0.674221591342858	0.674220560423644	10.5587094600344	0.00115641906072766	0.0387316180072353	Upregulated
NA.3	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000241834	RN7SL149P	RNA, 7SL, cytoplasmic 149, pseudogene [Source:HGNC Symbol;Acc:HGNC:46165]	misc_RNA	0.585608267981239	0.785221924201377	10.5062366994614	0.00118972306765704	0.0394639149293257	Upregulated
ENSG00000244328	RN7SL845P	RNA, 7SL, cytoplasmic 845, pseudogene [Source:HGNC Symbol;Acc:HGNC:46861]	misc_RNA	0.620620183023698	0.807356117402768	10.4928059645652	0.00119840235362056	0.0396564845985853	Upregulated
ENSG00000140368	PSTPIP1	proline-serine-threonine phosphatase interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:9580]	protein_coding	1.19017513500724	2.03678695553558	10.478839893458	0.00120749555086205	0.0397666613516597	Upregulated
ENSG00000225783	MIAT	myocardial infarction associated transcript (non-protein coding) [Source:HGNC Symbol;Acc:HGNC:33425]	lincRNA	0.877362612521243	0.919183097682936	10.4475509716462	0.00122812178162771	0.040253806329408	Upregulated
ENSG00000141480	ARRB2	arrestin beta 2 [Source:HGNC Symbol;Acc:HGNC:712]	protein_coding	0.722132492631287	2.33847071211883	10.4131453668271	0.00125121450016779	0.0407602182757975	Upregulated
ENSG00000207031	SNORD59A	small nucleolar RNA, C/D box 59A [Source:HGNC Symbol;Acc:HGNC:10210]	snoRNA	0.868010649496059	1.70847363976286	10.4113468043236	0.00125243369439366	0.0407602182757975	Upregulated
NA.4	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA.5	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000168404	MLKL	mixed lineage kinase domain like pseudokinase [Source:HGNC Symbol;Acc:HGNC:26617]	protein_coding	0.645394692389442	2.02647032749474	10.3688722372176	0.00128157810709244	0.0412637721015676	Upregulated
ENSG00000138964	PARVG	parvin gamma [Source:HGNC Symbol;Acc:HGNC:14654]	protein_coding	1.35054556483693	2.3649868022291	10.3544876903947	0.00129160305420249	0.0412637721015676	Upregulated
ENSG00000141506	PIK3R5	phosphoinositide-3-kinase regulatory subunit 5 [Source:HGNC Symbol;Acc:HGNC:30035]	protein_coding	1.09917782002484	1.93622168987609	10.351933737373	0.00129339124698742	0.0412637721015676	Upregulated
ENSG00000244694	PTCHD4	patched domain containing 4 [Source:HGNC Symbol;Acc:HGNC:21345]	protein_coding	0.767475542827882	1.21800507276276	10.3397031984591	0.001301989458482	0.0413966648331638	Upregulated
ENSG00000123975	CKS2	CDC28 protein kinase regulatory subunit 2 [Source:HGNC Symbol;Acc:HGNC:2000]	protein_coding	0.774914463023696	0.618522393772806	10.3184684812209	0.00131705537668998	0.0414240239579783	Upregulated
