lipid	class	logFC	mean_DG	mean_NG	p_value	method	FDR	sig	direction
PC-P_(31:0)	PC-P	0.654089569212338	-2.57537596270225	-3.22946553191459	0.00233188031106295	t-test	0.0256506834216925	TRUE	Up in DG
PS_(35:1)	PS	0.0915093678957674	0.792825525945405	0.701316158049638	0.00322122135271223	Mann-Whitney	0.0328801125390943	FALSE	Up in DG
PS_(37:3)	PS	-0.504523010642207	0.380130653863238	0.884653664505444	0.00597820227983532	Mann-Whitney	0.0328801125390943	FALSE	Down in DG
LPC_(20:3)	LPC	0.361188504897484	1.31009375480664	0.948905249909152	0.0112471773818626	t-test	0.0674830642911757	FALSE	Up in DG
LPC_(22:6)	LPC	0.8725064037512	-0.558857853014161	-1.43136425676536	0.0270299002764323	Mann-Whitney	0.0810897008292968	TRUE	Up in DG
LPC_(20:4)	LPC	0.247646269682553	4.25699888087315	4.0093526111906	0.0421206474453244	t-test	0.0842412948906489	FALSE	Up in DG
PE-P_(36:3)	PE-P	-0.169691487107799	3.55604744985871	3.72573893696651	0.0104850056785482	t-test	0.11533506246403	FALSE	Down in DG
TG_(58:7)	TG	0.282573741436428	-2.16641502296725	-2.44898876440368	0.014930674683214	Mann-Whitney	0.122555224416637	FALSE	Up in DG
TG_(56:5)	TG	0.163001424300357	-0.39666801335248	-0.559669437652838	0.014930674683214	Mann-Whitney	0.122555224416637	FALSE	Up in DG
TG_(56:6)	TG	0.207691005832253	0.1164423332875	-0.0912486725447534	0.00728850478809748	Mann-Whitney	0.122555224416637	FALSE	Up in DG
TG_(47:5)	TG	-1.26578490815617	-10.843241061814	-9.57745615365778	0.0146483470736739	t-test	0.122555224416637	TRUE	Down in DG
TG_(49:4)	TG	-0.374433223199183	-5.04429557383384	-4.66986235063465	0.0154806599263121	Mann-Whitney	0.122555224416637	FALSE	Down in DG
TG_(42:2)	TG	-0.675935050648991	-2.72741819733454	-2.05148314668555	0.00819322202252344	Mann-Whitney	0.122555224416637	TRUE	Down in DG
TG_(46:4)	TG	-0.63140832900535	-3.69153904391449	-3.06013071490914	0.011539988490259	Mann-Whitney	0.122555224416637	TRUE	Down in DG
TG_(48:5)	TG	-0.453496636996582	-3.70400673237236	-3.25051009537577	0.012899111183242	Mann-Whitney	0.122555224416637	FALSE	Down in DG
TG_(47:4)	TG	-0.685992347263206	-7.2649332738231	-6.57894092655989	0.0143979774605844	Mann-Whitney	0.122555224416637	TRUE	Down in DG
TG_(49:0)	TG	-0.4877383527831	-5.45225213715989	-4.96451378437679	0.0140783274123981	t-test	0.122555224416637	FALSE	Down in DG
TG_(43:0)	TG	-1.0792348481332	-7.23720808008392	-6.15797323195072	0.00992608012127123	Mann-Whitney	0.122555224416637	TRUE	Down in DG
TG_(43:1)	TG	-1.0858682079242	-6.31179371588848	-5.22592550796428	0.0138947438361501	t-test	0.122555224416637	TRUE	Down in DG
TG_(55:5)	TG	-0.164673709856634	-5.06093971232413	-4.8962660024675	0.0308887678665655	Mann-Whitney	0.126359451949475	FALSE	Down in DG
TG_(48:4)	TG	-0.384780587456848	-0.83751022208359	-0.452729634626742	0.0212878313723741	Mann-Whitney	0.126359451949475	FALSE	Down in DG
TG_(42:1)	TG	-0.522915549387496	-2.01017649943981	-1.48726095005232	0.027958549371424	Mann-Whitney	0.126359451949475	FALSE	Down in DG
TG_(44:1)	TG	-0.41431723652198	-0.794284606987913	-0.379967370465933	0.0252711617768706	Mann-Whitney	0.126359451949475	FALSE	Down in DG
TG_(48:3)	TG	-0.284064314412197	0.996069840833237	1.28013415524543	0.0308887678665655	Mann-Whitney	0.126359451949475	FALSE	Down in DG
TG_(50:5)	TG	-0.332231621761997	-1.57941315418609	-1.24718153242409	0.027958549371424	Mann-Whitney	0.126359451949475	FALSE	Down in DG
TG_(46:3)	TG	-0.515548143751062	-1.09826257413837	-0.582714430387306	0.0185064287331427	Mann-Whitney	0.126359451949475	FALSE	Down in DG
TG_(46:1)	TG	-0.189129916730482	0.298075243944294	0.487205160674775	0.0252711617768706	Mann-Whitney	0.126359451949475	FALSE	Down in DG
TG_(48:2)	TG	-0.188262676769449	1.66665187880611	1.85491455557556	0.0294004334550386	t-test	0.126359451949475	FALSE	Down in DG
TG_(51:0)	TG	-0.721313039262749	-7.30135727831539	-6.58004423905264	0.0244264895525121	Mann-Whitney	0.126359451949475	TRUE	Down in DG
TG_(47:3)	TG	-0.495573695475593	-4.647760150618	-4.15218645514241	0.03192238786092	Mann-Whitney	0.126359451949475	FALSE	Down in DG
TG_(45:0)	TG	-0.320890241942887	-5.96598252231328	-5.64509228037039	0.0298840119912609	Mann-Whitney	0.126359451949475	FALSE	Down in DG
TG_(45:2)	TG	-0.754306653551303	-4.92564150932697	-4.17133485577567	0.0335087846294685	t-test	0.12733338159198	TRUE	Down in DG
TG_(44:0)	TG	-0.270745294227691	-2.66441721012755	-2.39367191589986	0.0352029345030165	Mann-Whitney	0.128626106837945	FALSE	Down in DG
TG_(52:3)	TG	0.0938656048998636	3.44604088810557	3.3521752832057	0.0400212095784889	Mann-Whitney	0.140815367035424	FALSE	Up in DG
PC_(32:0)	PC	0.265392276363667	2.51796978316412	2.25257750680045	0.00441738029335987	t-test	0.145773549680876	FALSE	Up in DG
TG_(45:1)	TG	-0.39447740715797	-4.29250865890317	-3.8980312517452	0.0439921979268442	Mann-Whitney	0.149259242966078	FALSE	Down in DG
TG_(57:7)	TG	0.201782199712348	-6.77289455318623	-6.97467675289858	0.0468203227741744	Mann-Whitney	0.15337691943264	FALSE	Up in DG
TG_(46:2)	TG	-0.339151364461257	0.398500512238254	0.737651876699511	0.049431674466225	t-test	0.156533635809713	FALSE	Down in DG
Cer_(40:2)	Cer	0.110880465976461	3.42754557389713	3.31666510792067	0.019519815809141	t-test	0.159189097432193	FALSE	Up in DG
Cer_(42:1)	Cer	-0.163687987835631	2.36996209583764	2.53365008367327	0.0387670013178889	Mann-Whitney	0.159189097432193	FALSE	Down in DG
Cer_(41:1)	Cer	-0.181089243275461	1.29178339261379	1.47287263588925	0.0281594589281911	t-test	0.159189097432193	FALSE	Down in DG
Cer_(35:1)	Cer	-0.435017750758663	-1.91085826510595	-1.47584051434729	0.0257637978247126	t-test	0.159189097432193	FALSE	Down in DG
Cer_(43:1)	Cer	-0.737897656591685	-2.45207107180115	-1.71417341520946	0.0468203227741744	Mann-Whitney	0.159189097432193	TRUE	Down in DG
PE-P_(32:0)	PE-P	1.06014876624574	-4.33055725213501	-5.39070601838075	0.0298481939959294	Mann-Whitney	0.164165066977612	TRUE	Up in DG
TG_(49:3)	TG	-0.293020248262726	-2.57111044485613	-2.2780901965934	0.0562372805500083	Mann-Whitney	0.172041102210697	FALSE	Down in DG
TG_(47:1)	TG	-0.217260811900292	-2.92303051905515	-2.70576970715486	0.0579506870604453	Mann-Whitney	0.172041102210697	FALSE	Down in DG
TG_(60:10)	TG	0.416061330937675	-6.30409574514488	-6.72015707608255	0.0619363202478214	t-test	0.173057365398324	FALSE	Up in DG
TG_(51:5)	TG	-0.201972584303997	-5.23776993332201	-5.03579734901801	0.0615077656090008	Mann-Whitney	0.173057365398324	FALSE	Down in DG
PC-P_(36:2)	PC-P	-0.174289734483038	2.9008083084466	3.07509804292964	0.0329855181091765	Mann-Whitney	0.17703037190981	FALSE	Down in DG
PC-P_(40:3)	PC-P	-1.34021214700771	-5.05114381870605	-3.71093167169835	0.0482810105208571	Mann-Whitney	0.17703037190981	TRUE	Down in DG
MG_(18:0)	MG	-0.000651556714861279	6.55150853847075	6.55216009518561	0.123125203986538	Mann-Whitney	0.184687805979807	FALSE	Down in DG
MG_(20:0)	MG	0.0513615532022664	0.71564651741523	0.664284964212964	0.110874669767923	Mann-Whitney	0.184687805979807	FALSE	Up in DG
FFA_(22:4)	FFA	0.327723237414242	3.1960707986991	2.86834756128486	0.0308082822360769	t-test	0.184849693416461	FALSE	Up in DG
TG_(44:2)	TG	-0.548346449799453	-1.23803853066842	-0.68969208086897	0.0691882207824159	t-test	0.187796599266557	FALSE	Down in DG
TG_(58:6)	TG	0.137732348132025	-2.31168401825021	-2.44941636638224	0.0711968892752517	Mann-Whitney	0.187880680031914	FALSE	Up in DG
TG_(36:0)	TG	-1.59115458773919	-5.81172834259886	-4.22057375485966	0.0753758234171951	Mann-Whitney	0.19353251958469	FALSE	Down in DG
SM_(34:0-OH)	SM	0.805370685175868	-5.82562760669547	-6.63099829187134	0.0212878313723741	Mann-Whitney	0.196868025561516	TRUE	Up in DG
SM_(33:0)	SM	-0.301741806530836	-5.59607115985394	-5.2943293533231	0.0281240036516452	t-test	0.196868025561516	FALSE	Down in DG
SM_(37:2)	SM	0.404121083101805	-4.45843534174906	-4.86255642485087	0.017239020558591	Mann-Whitney	0.196868025561516	FALSE	Up in DG
SM_(43:1)	SM	-0.289997136284069	-3.03147896623684	-2.74148182995277	0.0261409974317354	Mann-Whitney	0.196868025561516	FALSE	Down in DG
LPC_(18:1)	LPC	-0.158286150498193	3.9005718250202	4.05885797551839	0.132987936321537	Mann-Whitney	0.199481904482306	FALSE	Down in DG
PC-P_(30:0)	PC-P	0.425134149791042	-0.769409495016263	-1.19454364480731	0.0917716837071265	Mann-Whitney	0.201897704155678	FALSE	Up in DG
PC-P_(36:3)	PC-P	-0.131805771425806	4.3086528509053	4.44045862233111	0.0798196947430964	Mann-Whitney	0.201897704155678	FALSE	Down in DG
FFA_(24:1)	FFA	0.496336888564704	2.09514387939242	1.59880699082771	0.0691648869236815	Mann-Whitney	0.207494660771045	FALSE	Up in DG
DG_(38:2)	DG	0.345789837416631	-1.09651300810934	-1.44230284552597	0.063352996359326	Mann-Whitney	0.207978384082564	FALSE	Up in DG
DG_(37:2)	DG	1.00812117191163	-4.31579466903049	-5.32391584094212	0.0671777784713498	Mann-Whitney	0.207978384082564	FALSE	Up in DG
DG_(40:3)	DG	-0.962894235611199	-1.05750700832196	-0.0946127727107558	0.065231982055868	Mann-Whitney	0.207978384082564	FALSE	Down in DG
DG_(40:4)	DG	-1.91518034310133	-1.66317431587722	0.252006027224114	0.0596514900311416	Mann-Whitney	0.207978384082564	FALSE	Down in DG
DG_(40:5)	DG	-1.34158431005129	-1.52744080881062	-0.185856498759333	0.020558968608739	Mann-Whitney	0.207978384082564	TRUE	Down in DG
DG_(42:4)	DG	-0.729356587038765	1.41599537075699	2.14535195779575	0.0639863991228179	t-test	0.207978384082564	FALSE	Down in DG
DG_(42:5)	DG	-0.636839464499802	1.05734911345862	1.69418857795843	0.0693261280275212	t-test	0.207978384082564	FALSE	Down in DG
DG_(42:6)	DG	-0.928267851551801	-2.05638669439424	-1.12811884284244	0.014930674683214	Mann-Whitney	0.207978384082564	TRUE	Down in DG
FFA_(20:4)	FFA	-0.091923657328481	6.01476532643371	6.1066889837622	0.105121215551739	Mann-Whitney	0.210242431103477	FALSE	Down in DG
TG_(50:0)	TG	-0.342521395460265	-3.01517888961342	-2.67265749415315	0.0910776100216702	t-test	0.216309323801467	FALSE	Down in DG
TG_(47:0)	TG	-0.307737284650226	-5.19900420782024	-4.89126692317001	0.0889097434564197	t-test	0.216309323801467	FALSE	Down in DG
TG_(51:4)	TG	-0.193051004075377	-2.45368566605424	-2.26063466197886	0.0868287964838635	Mann-Whitney	0.216309323801467	FALSE	Down in DG
TG_(48:0)	TG	-0.286572186278795	-2.9328227410784	-2.6462505547996	0.0933706917704606	t-test	0.216346724833994	FALSE	Down in DG
PE-O_(36:4)	PE-O	0.00186020462700931	6.63427682212987	6.63241661750286	0.219770908094379	Mann-Whitney	0.219770908094379	FALSE	Up in DG
PE-O_(34:2)	PE-O	-1.53013547308358	-2.62760467344423	-1.09746920036066	0.219770908094379	Mann-Whitney	0.219770908094379	FALSE	Down in DG
TG_(49:2)	TG	-0.219859614074496	-1.35924173240639	-1.13938211833189	0.0984009124407249	t-test	0.222573492425449	FALSE	Down in DG
TG_(55:3)	TG	-0.26876209436386	-3.03390384267848	-2.76514174831462	0.10233470948221	Mann-Whitney	0.226088311646744	FALSE	Down in DG
TG_(50:4)	TG	-0.186049778785734	0.956406913179636	1.14245669196537	0.107967606834088	Mann-Whitney	0.231417941049948	FALSE	Down in DG
TG_(47:2)	TG	-0.296900267411131	-2.98705721656	-2.69015694914887	0.10961902470787	t-test	0.231417941049948	FALSE	Down in DG
FFA_(22:3)	FFA	0.813345719698971	-1.9422985198444	-2.75564423954337	0.20077182278754	Mann-Whitney	0.240926187345048	FALSE	Up in DG
FFA_(22:6)	FFA	-0.147165096001021	2.85009365749107	2.99725875349209	0.174868746149255	t-test	0.240926187345048	FALSE	Down in DG
MG_(17:0)	MG	-0.0567749818765999	2.11851009032398	2.17528507220058	0.245535637547122	Mann-Whitney	0.245535637547122	FALSE	Down in DG
TG_(53:1)	TG	-0.287039870877349	-4.03042239880613	-3.74338252792878	0.132987936321537	Mann-Whitney	0.263205290636376	FALSE	Down in DG
TG_(53:2)	TG	-0.258807615370616	-1.09496615365134	-0.836158538280725	0.129636513143477	t-test	0.263205290636376	FALSE	Down in DG
TG_(55:6)	TG	0.183175287895374	-5.36013857092713	-5.5433138588225	0.132987936321537	Mann-Whitney	0.263205290636376	FALSE	Up in DG
TG_(42:0)	TG	-0.390573712867041	-2.87441529461989	-2.48384158175285	0.139060578680942	t-test	0.269607244381419	FALSE	Down in DG
TG_(50:3)	TG	-0.124591870487468	2.23421012811913	2.3588019986066	0.144751967404944	t-test	0.275028738069394	FALSE	Down in DG
DG_(38:1)	DG	0.579229646886688	-3.78653856895715	-4.36576821584384	0.105121215551739	Mann-Whitney	0.280323241471303	FALSE	Up in DG
Lacto-cer_(40:1)	Lacto-cer	-0.099562928991463	5.49584460846478	5.59540753745624	0.0562372805500083	Mann-Whitney	0.281186402750042	FALSE	Down in DG
TG_(51:1)	TG	-0.237547016673567	-1.95208946849942	-1.71454245182585	0.155757802076656	t-test	0.290137082299653	FALSE	Down in DG
LPC_(18:2)	LPC	-0.0396312902800773	5.78157590510073	5.82120719538081	0.245535637547122	Mann-Whitney	0.294642765056546	FALSE	Down in DG
SM_(42:2)	SM	-0.0997186006574426	3.47058653264371	3.57030513330115	0.0528836322641997	t-test	0.296148340679518	FALSE	Down in DG
PC-O_(36:4)	PC-O	0.129396823388563	4.94935993531273	4.81996311192417	0.0620689096005636	t-test	0.310344548002818	FALSE	Up in DG
PC-O_(34:1)	PC-O	-0.0746538154493663	4.03157967287679	4.10623348832616	0.0453876972446411	Mann-Whitney	0.310344548002818	FALSE	Down in DG
PC-O_(33:1)	PC-O	-1.41363586237108	-4.14779966251996	-2.73416380014888	0.059696102526184	Mann-Whitney	0.310344548002818	FALSE	Down in DG
TG_(51:3)	TG	-0.17331749463893	-0.725751475145619	-0.552433980506689	0.182912081046162	Mann-Whitney	0.334166301911258	FALSE	Down in DG
PE-P_(36:2)	PE-P	-0.140401314545294	4.11056264397757	4.25096395852286	0.117198685504984	t-test	0.342430096783004	FALSE	Down in DG
PE-P_(38:4)	PE-P	0.164520985146642	3.89393903887698	3.72941805373034	0.155650043992275	t-test	0.342430096783004	FALSE	Up in DG
PE-P_(36:4)	PE-P	0.164530516146923	4.29439270873608	4.12986219258915	0.132013803302285	t-test	0.342430096783004	FALSE	Up in DG
TG_(55:1)	TG	-0.369246834690438	-7.44379706134862	-7.07455022665818	0.191688993194268	Mann-Whitney	0.343593478367084	FALSE	Down in DG
PC-P_(36:4)	PC-P	0.173938710627348	3.8704621955463	3.69652348491895	0.187484965875366	t-test	0.343722437438171	FALSE	Up in DG
SM_(38:1)	SM	0.0817512612074114	2.66590705216771	2.5841557909603	0.107967606834088	Mann-Whitney	0.36572873389155	FALSE	Up in DG
SM_(38:2)	SM	0.128977295964357	0.667794162606634	0.538816866642276	0.130617404961268	t-test	0.36572873389155	FALSE	Up in DG
SM_(34:2)	SM	0.0664058810375572	0.71434613929134	0.647940258253783	0.0798196947430964	Mann-Whitney	0.36572873389155	FALSE	Up in DG
SM_(42:1)	SM	-0.6873107087425	1.5249526159311	2.2122633246736	0.0943265832161382	Mann-Whitney	0.36572873389155	FALSE	Down in DG
SM_(40:0)	SM	-0.16256033652551	-3.13358076458543	-2.97102042805992	0.124344109933128	t-test	0.36572873389155	FALSE	Down in DG
TG_(46:0)	TG	-0.17692352910727	-2.63670515722495	-2.45978162811768	0.208204674558967	t-test	0.366286001538923	FALSE	Down in DG
TG_(56:4)	TG	0.103318993419286	-1.32490912093364	-1.42822811435293	0.219871710628703	Mann-Whitney	0.366452851047838	FALSE	Up in DG
TG_(52:2)	TG	0.0632873241598744	3.36556827970595	3.30228095554607	0.219871710628703	Mann-Whitney	0.366452851047838	FALSE	Up in DG
TG_(52:0)	TG	-0.268828178283259	-4.50426168137269	-4.23543350308943	0.214978752978641	Mann-Whitney	0.366452851047838	FALSE	Down in DG
SM_(36:0-OH)	SM	-0.544472439188054	-3.79861134368736	-3.25413890449931	0.162273678479197	Mann-Whitney	0.378638583118125	FALSE	Down in DG
SM_(40:2)	SM	0.0974422595344886	2.53710348339766	2.43966122386318	0.150396636885704	t-test	0.378638583118125	FALSE	Up in DG
LPC_(16:1)	LPC	-0.0928286230677124	2.29972969716462	2.39255832023233	0.3934001680738	t-test	0.3934001680738	FALSE	Down in DG
TG_(57:8)	TG	0.28299271811713	-7.50469857064981	-7.78769128876695	0.241993552995214	t-test	0.396368750595609	FALSE	Up in DG
PE-P_(34:2)	PE-P	-0.0971760736987699	4.37090576260747	4.46808183630624	0.269218425524364	t-test	0.423057525824	FALSE	Down in DG
PE-P_(40:5)	PE-P	0.540222449727722	-0.992649614727992	-1.53287206445571	0.256346931294295	Mann-Whitney	0.423057525824	FALSE	Up in DG
TG_(56:8)	TG	0.176831056745974	-1.41459618880195	-1.59142724554793	0.269849873057007	t-test	0.4345040328884	FALSE	Up in DG
Cer_(39:2)	Cer	-1.05321274072488	-3.96864578157888	-2.91543304085401	0.185029854697556	Mann-Whitney	0.449358218551208	FALSE	Down in DG
Cer_(44:2)	Cer	-0.0733278001942987	-3.29142640392949	-3.21809860373519	0.166257895336917	Mann-Whitney	0.449358218551208	FALSE	Down in DG
DG_(34:1)	DG	0.113205878985153	4.14592306882549	4.03271718984034	0.187262570306886	Mann-Whitney	0.449430168736526	FALSE	Up in DG
TG_(54:4)	TG	0.0443405184521564	2.40754816979938	2.36320765134723	0.290836400622642	Mann-Whitney	0.452941935395918	FALSE	Up in DG
TG_(53:3)	TG	-0.201519908260624	-0.821390476072396	-0.619870567811772	0.290836400622642	Mann-Whitney	0.452941935395918	FALSE	Down in DG
TG_(57:5)	TG	0.0512593579377674	-7.81967549151459	-7.87093484945236	0.302988709732853	Mann-Whitney	0.4642568939455	FALSE	Up in DG
PC_(34:2)	PC	-0.0782188929310079	4.72535200654418	4.80357089947519	0.0434274708122212	t-test	0.477702178934434	FALSE	Down in DG
PC_(37:5)	PC	-0.974891738039311	-8.22829765923159	-7.25340592119228	0.0413007975704927	Mann-Whitney	0.477702178934434	TRUE	Down in DG
FFA_(22:5)	FFA	0.0822575137013541	3.35349146917203	3.27123395547068	0.483972985603745	t-test	0.483972985603745	FALSE	Up in DG
TG_(53:5)	TG	-0.0942596361547832	-3.58682526680916	-3.49256563065438	0.323447037646754	t-test	0.487737596451454	FALSE	Down in DG
PC_(31:0)	PC	0.194355421765902	-1.81409520805093	-2.00845062981684	0.102482770652842	t-test	0.494866699005293	FALSE	Up in DG
PC_(37:1)	PC	-0.19487612569595	-4.84090701481097	-4.64603088911502	0.119967684607344	Mann-Whitney	0.494866699005293	FALSE	Down in DG
PC_(34:0)	PC	0.146573845274206	-0.983254002544167	-1.12982784781837	0.100127547798917	t-test	0.494866699005293	FALSE	Up in DG
PC_(35:3)	PC	-0.144988586546055	-3.71147753467125	-3.56648894812519	0.11244337265484	t-test	0.494866699005293	FALSE	Down in DG
PC_(36:3)	PC	-0.102017510621876	2.75594025115959	2.85795776178147	0.0827334934887703	t-test	0.494866699005293	FALSE	Down in DG
TG_(50:2)	TG	0.0614790335009583	2.52166011158532	2.46018107808436	0.334826688378582	Mann-Whitney	0.497008365561958	FALSE	Up in DG
PC-O_(36:2)	PC-O	-0.136575969022476	3.5822621238112	3.71883809283367	0.132987936321537	Mann-Whitney	0.498704761205765	FALSE	Down in DG
